User_ID,Application_Type,Signal_Strength,Latency,Required_Bandwidth,Allocated_Bandwidth,Resource_Allocation,posx,posy
11036,VoIP_Call,-75.7,56.3,0.3,0.6,96.7,64,19
11037,Voice_Call,-72.8,71.9,0.3,0.5,92.0,95,17
11038,Online_Gaming,-50.3,94.8,1.6,2.5,72.7,39,18
11039,VoIP_Call,-23.3,54.5,0.4,2.2,89.2,93,40
11040,Streaming,-44.7,83.5,2.3,3.0,63.8,41,49
11041,Emergency_Service,-82.4,95.4,2.7,4.1,54.0,30,81
11042,Voice_Call,-16.9,88.9,0.3,0.5,64.1,75,33
11043,Online_Gaming,-55.6,41.7,1.4,2.3,80.7,53,97
11044,Streaming,-75.3,99.2,2.7,3.9,84.3,1,97
11045,Video_Call,-31.8,76.8,1.4,3.3,56.6,75,51
11046,Web_Browsing,-11.5,54.8,1.0,2.5,80.4,83,4
11047,Background_Download,-7.3,50.0,8.1,9.7,51.2,49,88
11048,Video_Streaming,-86.0,96.3,9.8,11.1,60.0,55,44
11049,Voice_Call,-45.0,73.7,0.4,1.8,95.4,93,81
11050,Streaming,-95.8,81.2,4.5,5.1,71.7,75,18
11051,File_Download,-60.8,68.0,5.6,5.7,64.2,79,42
11052,Video_Streaming,-88.7,93.3,3.3,4.9,78.6,46,80
11053,Emergency_Service,-22.7,22.3,3.7,4.3,80.6,26,16
11054,Voice_Call,-34.9,11.0,0.5,0.9,70.7,36,27
11055,Video_Streaming,-49.2,32.4,6.3,7.7,80.1,36,42
11056,Video_Call,-18.8,30.1,1.8,3.5,53.4,62,73
11057,Emergency_Service,-28.7,84.1,4.4,5.1,75.0,35,70
11058,Voice_Call,-56.4,87.3,0.2,1.3,58.3,95,63
11059,Streaming,-44.1,61.8,3.6,4.4,70.7,17,80
11060,Emergency_Service,-16.7,21.8,7.8,8.5,72.8,0,22
11061,VoIP_Call,-88.6,65.6,0.2,2.2,53.6,3,95
11062,Web_Browsing,-69.6,88.5,0.9,2.3,83.4,85,78
11063,File_Download,-94.4,43.0,14.7,15.0,90.6,98,16
11064,Streaming,-94.3,54.5,4.0,4.4,79.3,65,80
11065,Emergency_Service,-18.1,27.7,2.2,4.0,93.8,88,99
11066,Online_Gaming,-49.8,16.0,2.1,3.1,98.5,40,31
11067,File_Download,-98.4,26.2,16.7,17.0,96.9,65,3
11068,Video_Streaming,-35.2,47.4,9.2,9.7,64.8,63,63
11069,VoIP_Call,-31.3,50.2,0.3,1.0,71.4,43,44
11070,Emergency_Service,-76.9,47.0,8.1,10.1,93.8,31,93
11071,Streaming,-81.9,92.1,2.1,2.5,87.7,35,41
11072,VoIP_Call,-65.1,21.2,0.4,0.5,86.4,49,18
11073,Emergency_Service,-18.5,50.5,5.8,7.7,79.8,74,6
11074,VoIP_Call,-47.2,25.6,0.3,1.5,60.5,61,14
11075,Video_Call,-69.9,67.6,1.4,1.5,50.9,33,25
11076,Background_Download,-61.7,53.4,9.6,11.6,61.1,62,22
11077,Emergency_Service,-82.5,91.0,2.3,2.5,82.1,84,26
11078,Emergency_Service,-19.5,52.6,2.3,3.3,60.8,3,35
11079,Background_Download,-81.6,99.8,5.2,6.7,57.1,49,96
11080,Emergency_Service,-62.4,61.6,6.8,7.8,82.9,28,95
11081,Online_Gaming,-6.5,86.4,2.4,3.8,70.2,69,96
11082,Video_Streaming,-42.5,25.5,6.1,7.5,88.2,66,77
11083,Video_Streaming,-26.2,37.2,3.3,4.9,96.3,70,3
11084,Background_Download,-97.9,70.3,6.9,7.0,63.6,13,89
11085,Emergency_Service,-28.3,83.8,5.0,6.7,69.7,83,10
11086,VoIP_Call,-62.5,67.5,0.4,1.2,94.7,80,49
11087,Online_Gaming,-56.3,31.1,2.3,2.9,70.3,47,3
11088,Online_Gaming,-8.1,23.6,2.7,3.3,81.3,61,91
11089,Streaming,-16.9,81.9,4.0,5.0,72.1,51,83
11090,Online_Gaming,-64.2,75.1,1.0,2.0,74.5,0,65
11091,Emergency_Service,-32.0,50.6,7.6,8.8,66.9,62,25
11092,Video_Call,-7.0,13.1,1.7,3.7,68.0,18,98
11093,VoIP_Call,-52.5,80.0,0.3,1.9,54.7,91,0
11094,VoIP_Call,-16.9,38.0,0.2,0.8,68.9,18,56
11095,Voice_Call,-36.8,52.5,0.3,1.3,84.6,61,27
11096,Streaming,-80.4,75.6,4.2,4.9,90.8,62,0
11097,Background_Download,-2.8,77.1,5.6,7.2,82.5,19,69
11098,Voice_Call,-65.3,39.8,0.4,2.1,85.8,58,69
11099,Video_Streaming,-21.7,98.0,7.5,7.9,74.3,20,9
11100,Streaming,-1.8,36.4,4.6,5.4,56.8,46,69
11101,Online_Gaming,-67.2,79.8,2.1,2.6,99.1,71,48
11102,Video_Streaming,-2.0,94.2,4.0,5.0,71.5,41,66
11103,Background_Download,-54.7,61.3,5.3,5.3,66.3,49,58
11104,Web_Browsing,-15.3,47.2,0.6,2.0,64.4,92,21
11105,Background_Download,-16.2,42.2,9.8,11.1,50.9,77,17
11106,Streaming,-63.3,64.6,2.3,3.9,78.0,34,35
11107,Voice_Call,-45.3,44.7,0.5,2.2,71.2,56,23
11108,Web_Browsing,-74.8,36.1,0.5,0.8,97.3,12,29
11109,VoIP_Call,-43.8,98.2,0.5,1.7,71.5,26,59
11110,VoIP_Call,-67.1,18.7,0.5,1.5,98.7,69,19
11111,File_Download,-20.2,70.4,17.3,17.3,58.9,3,69
11112,Online_Gaming,-46.3,10.2,1.8,3.0,60.5,53,96
11113,File_Download,-36.7,99.1,7.7,8.6,81.5,80,45
11114,Video_Call,-72.5,56.0,1.7,3.1,89.6,82,91
11115,File_Download,-74.9,75.3,8.7,10.7,75.7,63,75
11116,VoIP_Call,-41.4,10.4,0.3,0.7,90.2,45,74
11117,Web_Browsing,-27.5,11.3,0.9,1.7,56.1,24,71
11118,Background_Download,-77.1,36.3,8.2,8.7,62.4,51,17
11119,VoIP_Call,-85.1,78.1,0.2,2.0,95.1,42,90
11120,VoIP_Call,-43.4,99.7,0.1,1.1,77.3,88,73
11121,Web_Browsing,-76.0,95.8,0.6,0.8,64.1,90,17
11122,Streaming,-48.7,30.0,4.3,4.8,90.0,59,36
11123,Web_Browsing,-16.8,33.2,0.5,2.4,69.2,99,65
11124,Video_Call,-30.3,48.5,1.1,2.5,77.6,23,40
11125,VoIP_Call,-19.1,88.2,0.4,1.5,87.6,34,40
11126,Video_Streaming,-0.7,94.4,6.8,8.4,59.5,3,25
11127,VoIP_Call,-38.8,43.0,0.5,2.4,88.0,7,30
11128,Web_Browsing,-77.3,36.7,0.9,1.9,52.7,84,38
11129,Online_Gaming,-28.4,87.0,1.8,3.6,97.2,46,32
11130,Online_Gaming,-86.7,31.0,2.7,3.8,55.9,17,10
11131,VoIP_Call,-32.6,29.9,0.5,2.5,73.8,77,34
11132,Emergency_Service,-13.0,90.8,9.5,9.5,75.0,42,70
11133,Video_Call,-73.9,51.7,1.1,1.2,88.1,65,90
11134,Background_Download,-11.0,87.2,5.4,5.7,64.4,95,41
11135,VoIP_Call,-15.0,58.7,0.3,2.3,97.3,92,95
11136,Video_Streaming,-68.6,88.4,7.9,9.4,95.7,65,65
11137,Streaming,-35.3,90.7,2.5,3.5,71.7,40,75
11138,Video_Streaming,-33.7,67.4,9.8,11.3,58.3,32,50
11139,Online_Gaming,-14.5,22.4,1.9,2.4,94.9,36,78
11140,Emergency_Service,-93.6,26.2,3.3,3.3,70.9,26,78
11141,Background_Download,-59.7,34.9,8.0,9.6,87.4,12,37
11142,Video_Streaming,-99.6,88.8,8.5,10.2,84.0,12,53
11143,Video_Streaming,-43.9,67.1,7.8,8.7,72.3,55,23
11144,Video_Call,-62.2,99.8,1.9,3.2,67.9,0,94
11145,File_Download,-56.4,93.2,9.1,9.4,74.5,2,99
11146,VoIP_Call,-28.4,28.7,0.4,0.8,78.0,76,88
11147,File_Download,-26.8,22.4,10.0,10.4,69.0,54,22
11148,Online_Gaming,-54.7,10.3,1.5,1.8,76.7,67,12
11149,Emergency_Service,-99.2,77.7,7.6,8.6,98.7,57,80
11150,Emergency_Service,-72.0,22.8,7.4,9.2,63.0,50,1
11151,Voice_Call,-65.4,72.9,0.3,1.3,76.0,40,80
11152,File_Download,-49.2,38.9,7.0,7.2,68.6,3,94
11153,Emergency_Service,-56.5,53.9,6.8,7.0,79.3,89,15
11154,Streaming,-47.8,27.7,2.5,4.3,82.5,99,58
11155,VoIP_Call,-91.6,10.9,0.4,1.6,99.5,13,93
11156,Web_Browsing,-56.3,98.6,0.9,2.7,73.2,75,33
11157,Voice_Call,-98.0,97.1,0.4,0.6,79.7,49,74
11158,VoIP_Call,-13.2,28.6,0.4,1.5,74.1,14,38
11159,Online_Gaming,-76.2,51.0,1.5,3.4,76.1,54,18
11160,Emergency_Service,-33.5,78.1,3.9,4.2,92.6,75,6
11161,Video_Streaming,-83.6,79.7,3.6,5.1,75.6,11,73
11162,Video_Call,-86.1,23.9,1.5,3.5,99.9,41,53
11163,Online_Gaming,-28.4,68.2,1.4,3.4,53.4,95,33
11164,Background_Download,-7.0,21.3,6.9,7.5,50.7,79,45
11165,Background_Download,-88.4,78.2,6.4,8.0,80.9,70,60
11166,VoIP_Call,-17.1,97.8,0.5,1.4,68.7,60,18
11167,Voice_Call,-6.4,16.1,0.3,1.1,52.8,16,4
11168,Web_Browsing,-24.3,65.1,0.6,1.3,78.7,11,83
11169,Video_Streaming,-31.1,43.2,4.2,5.6,55.3,94,8
11170,Web_Browsing,-21.0,51.0,1.0,1.6,96.3,72,82
11171,Background_Download,-39.1,33.2,8.9,9.0,92.3,58,81
11172,Video_Streaming,-51.3,77.1,3.7,4.9,76.5,61,89
11173,Web_Browsing,-47.8,65.3,0.6,1.4,55.6,27,41
11174,Video_Streaming,-90.0,73.7,4.8,5.8,54.2,11,39
11175,Video_Streaming,-60.1,46.6,9.5,10.9,66.8,82,22
11176,VoIP_Call,-97.8,100.0,0.2,1.3,95.4,78,54
11177,Streaming,-40.7,42.1,3.8,4.1,75.9,18,83
11178,Online_Gaming,-55.6,94.2,1.9,2.4,77.6,17,97
11179,File_Download,-87.6,89.4,18.7,19.2,60.8,17,95
11180,Video_Streaming,-18.7,47.7,7.3,7.7,54.4,76,50
11181,Voice_Call,-98.6,71.3,0.4,0.9,90.5,55,58
11182,Video_Call,-38.7,13.1,1.3,2.8,65.9,83,75
11183,Emergency_Service,-39.5,38.4,4.5,6.0,66.3,97,80
11184,Web_Browsing,-68.4,56.8,0.6,1.2,74.8,37,79
11185,VoIP_Call,-81.3,76.2,0.2,0.8,56.5,45,86
11186,Web_Browsing,-81.3,28.2,0.9,1.7,85.2,92,95
11187,Emergency_Service,-4.9,66.8,6.6,7.5,59.8,66,86
11188,Voice_Call,-74.8,55.8,0.3,0.6,99.7,15,87
11189,File_Download,-79.8,51.4,6.1,8.0,74.5,12,14
11190,Background_Download,-83.6,61.5,10.0,11.7,78.2,17,52
11191,Streaming,-24.8,90.9,3.1,3.9,93.7,49,68
11192,File_Download,-52.9,15.7,9.4,9.7,73.9,18,44
11193,Online_Gaming,-36.9,79.6,3.0,4.1,98.2,62,87
11194,Video_Streaming,-51.8,48.9,9.8,11.8,71.4,11,87
11195,VoIP_Call,-5.4,98.1,0.3,2.0,51.7,20,12
11196,Voice_Call,-36.1,89.1,0.4,0.9,86.2,15,52
11197,Web_Browsing,-1.9,86.9,0.5,0.7,80.2,25,54
11198,Streaming,-45.5,51.7,3.6,4.5,85.7,33,72
11199,File_Download,-92.4,51.0,10.8,12.1,62.8,56,67
11200,Streaming,-92.5,70.2,2.6,4.3,62.7,86,3
11201,Online_Gaming,-14.6,89.2,1.4,2.1,87.5,57,34
11202,Emergency_Service,-45.9,39.2,8.3,9.4,66.0,60,74
11203,Voice_Call,-82.1,75.8,0.3,0.3,87.3,14,88
11204,Streaming,-11.6,99.1,2.6,3.4,85.1,53,46
11205,VoIP_Call,-92.0,22.3,0.4,2.1,63.3,72,58
11206,Voice_Call,-76.7,79.3,0.1,0.9,99.9,47,26
11207,Streaming,-47.9,15.1,4.3,5.3,99.5,21,93
11208,Web_Browsing,-19.5,38.3,0.8,2.8,59.5,71,13
11209,Voice_Call,-6.3,85.8,0.4,1.1,59.7,98,83
11210,File_Download,-77.7,92.7,16.5,18.3,53.4,99,91
11211,Online_Gaming,-17.8,93.8,1.4,2.3,85.3,13,14
11212,Background_Download,-68.3,50.1,6.9,7.1,82.0,70,56
11213,Streaming,-53.2,64.0,4.0,5.2,76.9,66,19
11214,File_Download,-39.9,10.8,16.2,17.1,99.4,91,21
11215,Online_Gaming,-5.4,61.8,2.6,2.6,75.3,41,82
11216,VoIP_Call,-93.0,53.6,0.4,0.6,91.0,52,43
11217,Web_Browsing,-55.3,91.4,0.5,1.7,87.4,51,27
11218,Streaming,-72.1,65.6,2.9,4.4,75.4,67,26
11219,Streaming,-14.4,49.6,4.4,5.3,82.4,24,61
11220,File_Download,-45.4,87.6,10.8,11.0,86.4,35,14
11221,File_Download,-47.9,96.8,8.8,10.1,68.6,78,5
11222,Web_Browsing,-20.0,92.3,0.5,1.7,95.8,57,79
11223,File_Download,-55.6,86.9,17.9,19.2,56.0,34,3
11224,File_Download,-91.3,97.6,8.6,8.6,51.7,15,32
11225,Video_Streaming,-21.6,11.7,8.6,9.9,82.1,25,78
11226,Voice_Call,-86.8,38.0,0.3,1.3,92.3,45,20
11227,Emergency_Service,-81.4,48.1,5.6,7.4,97.7,89,10
11228,VoIP_Call,-89.9,64.7,0.2,0.5,51.3,39,84
11229,Emergency_Service,-0.2,50.8,8.1,8.7,66.1,42,84
11230,Emergency_Service,-52.9,58.4,7.0,8.6,78.7,54,13
11231,File_Download,-99.0,88.7,5.8,7.5,61.0,32,64
11232,Web_Browsing,-18.9,80.8,0.8,0.8,65.0,58,13
11233,Video_Call,-70.2,53.5,1.9,3.3,87.8,17,71
11234,Video_Call,-36.9,69.2,2.0,3.9,87.3,16,16
11235,Online_Gaming,-37.1,26.6,2.9,4.5,92.4,13,51
11236,Online_Gaming,-13.9,27.0,2.5,3.4,81.5,79,85
11237,Background_Download,-2.2,87.8,9.5,10.1,75.1,57,62
11238,Emergency_Service,-84.8,25.5,4.8,6.5,71.9,24,74
11239,Emergency_Service,-87.7,15.0,7.7,7.8,66.0,16,99
11240,Web_Browsing,-89.1,42.2,0.8,2.3,62.5,61,38
11241,Emergency_Service,-44.6,71.5,8.4,10.3,71.4,49,24
11242,Background_Download,-3.0,94.9,9.6,10.6,89.5,39,49
11243,Web_Browsing,-78.9,51.1,0.8,0.9,83.1,13,61
11244,VoIP_Call,-69.4,93.0,0.3,1.3,66.5,68,88
11245,Emergency_Service,-65.1,55.4,7.0,7.7,79.9,62,50
11246,Web_Browsing,-50.1,42.1,0.7,1.6,82.2,97,95
11247,Emergency_Service,-91.2,77.8,5.2,5.3,54.5,92,53
11248,Background_Download,-79.6,81.9,6.9,8.3,86.6,63,48
11249,Online_Gaming,-32.9,91.4,1.1,1.5,89.1,32,94
11250,File_Download,-52.7,81.1,14.6,15.7,54.3,18,82
11251,Web_Browsing,-2.0,87.8,0.8,1.1,64.2,75,53
11252,VoIP_Call,-28.4,45.2,0.4,1.1,92.9,31,54
11253,VoIP_Call,-76.6,13.5,0.2,0.7,96.8,25,24
11254,File_Download,-43.1,42.8,14.5,15.2,61.5,4,66
11255,Online_Gaming,-5.4,50.7,1.9,1.9,67.5,16,5
11256,VoIP_Call,-59.0,75.7,0.4,0.5,90.9,65,16
11257,Background_Download,-24.4,82.4,8.5,10.0,87.9,95,71
11258,Online_Gaming,-50.7,50.8,1.2,2.5,73.7,94,51
11259,Voice_Call,-98.1,78.6,0.1,0.5,93.8,8,31
11260,Web_Browsing,-46.1,13.4,0.6,2.3,64.3,58,33
11261,Background_Download,-23.2,15.4,6.3,7.3,99.3,86,19
11262,Background_Download,-67.5,51.7,5.3,7.3,75.1,48,29
11263,Emergency_Service,-25.1,76.9,5.0,7.0,86.7,86,8
11264,Background_Download,-77.1,60.4,8.3,8.4,54.6,62,69
11265,Background_Download,-47.1,98.5,6.8,7.8,56.9,76,34
11266,Emergency_Service,-27.6,11.7,6.3,7.6,93.0,61,3
11267,VoIP_Call,-86.8,36.1,0.1,1.0,96.3,66,59
11268,Voice_Call,-53.3,78.4,0.5,0.7,81.9,87,5
11269,File_Download,-50.3,11.5,12.0,12.7,97.7,17,94
11270,Voice_Call,-39.2,55.6,0.1,0.4,57.6,66,82
11271,VoIP_Call,-45.3,69.2,0.1,0.7,77.5,4,38
11272,VoIP_Call,-32.5,52.8,0.3,0.4,50.4,43,21
11273,Background_Download,-72.1,42.7,8.9,10.8,64.9,58,73
11274,Emergency_Service,-68.6,14.7,8.6,10.4,85.5,32,78
11275,Emergency_Service,-47.5,67.9,4.9,6.4,57.7,59,22
11276,Voice_Call,-29.8,37.6,0.3,2.0,76.9,33,56
11277,Emergency_Service,-29.3,73.0,8.3,9.7,86.7,34,13
11278,Video_Call,-81.5,81.0,1.2,3.2,58.3,31,51
11279,Video_Streaming,-39.5,68.3,5.4,7.1,66.4,96,26
11280,Streaming,-3.2,65.9,3.4,4.3,81.4,61,82
11281,Background_Download,-23.1,40.0,8.0,9.7,86.8,1,6
11282,Video_Call,-50.7,64.2,1.1,2.1,68.7,46,75
11283,Online_Gaming,-98.4,66.6,2.4,3.0,63.6,70,36
11284,Emergency_Service,-97.2,46.2,3.7,4.0,92.6,15,68
11285,Voice_Call,-6.3,49.6,0.3,1.6,74.2,12,78
11286,Video_Call,-88.7,23.2,1.4,2.8,93.8,96,3
11287,Emergency_Service,-33.0,43.0,7.7,7.7,66.0,27,20
11288,Web_Browsing,-32.5,98.8,0.8,1.1,72.7,70,49
11289,Video_Call,-51.7,44.0,1.6,3.5,83.5,46,10
11290,Streaming,-62.2,84.7,4.2,5.9,90.2,95,36
11291,Online_Gaming,-12.1,32.7,2.4,4.3,54.5,47,65
11292,Voice_Call,-35.2,74.0,0.5,0.8,82.6,38,70
11293,Online_Gaming,-56.3,51.5,1.8,1.8,57.0,96,26
11294,Web_Browsing,-99.7,86.8,0.7,1.5,62.6,95,86
11295,Video_Call,-62.2,82.6,1.3,1.4,58.9,26,19
11296,Online_Gaming,-86.4,15.6,1.8,3.5,69.4,84,82
11297,Video_Streaming,-81.8,76.2,3.5,5.4,64.0,36,27
11298,Emergency_Service,-64.5,81.2,4.8,6.4,74.6,69,27
11299,File_Download,-81.7,31.1,10.2,11.6,57.6,53,77
11300,Emergency_Service,-27.8,20.1,3.1,4.4,94.2,5,44
11301,Emergency_Service,-20.8,61.5,3.4,4.6,95.3,9,85
11302,Emergency_Service,-38.9,53.6,7.6,8.5,84.0,78,98
11303,Web_Browsing,-67.8,84.7,0.8,2.0,88.5,89,65
11304,Video_Streaming,-84.8,34.6,9.3,9.9,59.4,25,34
11305,Web_Browsing,-98.6,65.8,0.8,0.9,71.3,62,63
11306,Background_Download,-58.9,37.2,7.1,7.6,76.7,92,1
11307,Emergency_Service,-76.3,22.7,7.5,8.6,88.2,16,79
11308,Online_Gaming,-90.1,19.6,1.9,2.8,83.8,96,74
11309,Online_Gaming,-89.1,47.4,1.6,2.9,60.3,50,72
11310,Video_Streaming,-45.6,16.5,4.3,6.2,74.2,28,30
11311,Video_Streaming,-67.8,82.3,9.5,10.7,59.7,47,34
11312,Online_Gaming,-10.7,34.7,1.8,2.2,78.9,30,5
11313,Voice_Call,-24.6,72.4,0.1,0.5,80.1,66,10
11314,Streaming,-58.4,83.2,2.8,4.8,69.1,82,16
11315,Online_Gaming,-93.4,75.5,2.2,3.9,60.0,34,7
11316,Streaming,-23.4,25.6,2.7,3.8,97.7,23,62
11317,File_Download,-18.9,40.0,7.6,9.3,89.4,1,80
11318,File_Download,-52.2,34.1,18.5,20.5,62.6,0,49
11319,Video_Streaming,-5.7,50.1,9.2,11.0,99.6,76,84
11320,Web_Browsing,-46.6,90.2,0.6,1.8,83.9,74,42
11321,Online_Gaming,-28.7,90.6,1.1,3.1,67.6,11,41
11322,Voice_Call,-67.4,92.1,0.3,1.2,59.2,8,18
11323,Video_Call,-89.7,41.3,1.4,2.8,71.8,65,69
11324,Emergency_Service,-81.5,16.7,6.0,7.9,80.3,7,62
11325,Online_Gaming,-55.6,53.2,2.0,2.3,81.1,92,29
11326,Video_Streaming,-48.7,41.1,8.4,8.9,76.1,6,47
11327,Emergency_Service,-18.7,61.8,9.0,10.2,85.8,91,15
11328,Online_Gaming,-86.9,78.5,1.0,1.6,80.5,26,59
11329,Streaming,-61.9,22.5,4.0,4.3,71.4,27,29
11330,Streaming,-32.4,17.1,3.1,3.4,75.4,43,96
11331,Background_Download,-49.3,79.1,5.7,6.1,94.6,29,52
11332,Web_Browsing,-70.8,88.6,0.7,2.0,58.9,77,59
11333,Video_Streaming,-90.9,55.0,3.3,4.6,97.0,2,13
11334,Video_Call,-29.6,14.1,1.8,2.4,55.1,67,85
11335,Background_Download,-1.8,51.3,8.0,9.2,52.5,71,56
11336,Emergency_Service,-83.6,76.7,3.9,4.0,90.1,90,47
11337,File_Download,-89.2,90.0,19.7,21.3,65.9,68,21
11338,Voice_Call,-87.2,50.7,0.4,2.2,58.7,72,80
11339,Web_Browsing,-66.0,11.9,0.7,1.3,82.7,56,0
11340,Video_Call,-69.0,83.8,1.3,2.3,57.3,53,23
11341,File_Download,-95.4,78.3,14.8,16.6,85.2,9,8
11342,Online_Gaming,-70.2,50.5,2.9,3.9,93.9,41,14
11343,Online_Gaming,-23.2,77.1,1.7,3.4,77.1,44,44
11344,Video_Call,-24.4,65.4,1.7,3.0,72.6,92,83
11345,Online_Gaming,-39.3,53.3,2.1,2.3,99.3,42,25
11346,Emergency_Service,-48.0,93.7,6.9,7.3,63.7,6,90
11347,Background_Download,-31.5,39.5,8.8,10.5,89.6,14,23
11348,Emergency_Service,-83.5,60.8,2.1,3.8,65.5,18,22
11349,Online_Gaming,-48.5,58.6,2.3,2.3,76.6,48,35
11350,Web_Browsing,-40.9,15.9,0.8,1.6,57.9,53,14
11351,Voice_Call,-39.9,42.8,0.4,1.7,85.1,87,82
11352,Video_Call,-67.9,44.0,1.4,1.6,67.9,23,44
11353,Streaming,-8.1,12.1,3.6,5.5,54.1,36,41
11354,Video_Call,-74.8,19.0,1.4,2.0,59.1,12,67
11355,Emergency_Service,-73.2,82.2,2.9,4.9,64.1,42,83
11356,Streaming,-65.6,31.7,2.6,3.3,62.0,38,67
11357,Video_Streaming,-69.6,69.0,6.2,7.8,89.7,20,44
11358,Emergency_Service,-23.3,86.1,3.1,4.4,50.7,95,54
11359,Background_Download,-82.6,86.4,6.9,8.6,72.7,15,47
11360,VoIP_Call,-20.4,58.0,0.2,1.0,77.5,94,49
11361,Streaming,-89.9,24.4,4.8,6.2,72.1,17,95
11362,VoIP_Call,-65.4,24.0,0.5,1.8,77.5,61,90
11363,Video_Call,-29.2,24.0,1.0,2.6,57.0,43,66
11364,VoIP_Call,-19.7,89.0,0.5,1.5,72.5,4,94
11365,Streaming,-62.4,14.3,3.8,4.1,51.9,74,80
11366,Voice_Call,-66.6,47.5,0.3,0.7,94.7,6,13
11367,VoIP_Call,-99.4,66.4,0.3,1.5,87.2,47,2
11368,File_Download,-65.7,79.4,14.1,14.3,64.7,96,42
11369,Online_Gaming,-5.7,31.5,1.9,2.0,66.5,20,54
11370,Online_Gaming,-23.8,20.2,2.7,3.6,69.9,46,74
11371,Background_Download,-59.3,43.2,5.4,6.5,58.3,15,72
11372,Online_Gaming,-76.1,82.6,1.2,2.1,74.4,86,70
11373,Streaming,-89.9,77.2,3.2,4.4,79.3,18,12
11374,Voice_Call,-22.2,34.9,0.4,2.0,67.4,66,90
11375,Video_Streaming,-73.6,94.0,9.4,10.8,93.6,67,9
11376,VoIP_Call,-21.1,71.1,0.2,1.7,56.2,87,64
11377,Voice_Call,-20.5,40.4,0.2,1.7,59.2,92,87
11378,File_Download,-97.7,97.5,19.1,19.6,90.4,88,90
11379,Streaming,-77.6,59.9,4.8,6.5,72.1,34,50
11380,Video_Call,-33.8,87.9,1.5,1.7,68.3,82,82
11381,Background_Download,-60.6,97.9,7.3,8.9,91.5,48,14
11382,VoIP_Call,-76.0,10.7,0.4,0.7,92.3,42,85
11383,Web_Browsing,-57.7,32.8,1.0,2.7,98.4,10,69
11384,Online_Gaming,-41.4,35.9,2.5,2.8,72.7,53,44
11385,Emergency_Service,-97.0,77.8,7.0,8.6,70.1,35,83
11386,VoIP_Call,-34.7,10.0,0.3,1.3,85.9,9,51
11387,Video_Call,-77.4,90.8,1.7,3.6,54.5,53,51
11388,Video_Streaming,-97.7,26.3,3.2,5.0,60.1,69,18
11389,VoIP_Call,-72.3,91.6,0.2,1.5,89.7,26,59
11390,Streaming,-70.7,12.8,3.8,3.8,90.4,41,34
11391,VoIP_Call,-30.9,52.6,0.3,1.7,51.4,3,99
11392,Video_Streaming,-7.6,80.9,9.8,10.4,63.9,86,71
11393,Video_Streaming,-92.9,96.9,5.0,6.1,57.1,98,94
11394,Video_Streaming,-28.6,49.3,3.9,4.9,60.3,10,11
11395,Video_Streaming,-95.2,91.4,4.7,4.8,67.4,13,63
11396,Video_Streaming,-54.1,96.8,5.6,5.6,50.4,69,9
11397,Web_Browsing,-18.8,57.3,0.5,1.3,99.7,29,64
11398,Web_Browsing,-59.8,19.6,0.6,0.8,82.3,96,1
11399,Streaming,-51.2,77.5,3.5,4.0,96.9,37,1
11400,Voice_Call,-94.5,30.7,0.2,2.0,95.9,80,97
11401,File_Download,-10.4,38.7,6.0,7.9,63.9,54,78
11402,Web_Browsing,-46.5,26.5,0.7,2.3,82.1,78,23
11403,VoIP_Call,-57.5,63.4,0.2,1.3,85.0,50,42
11404,Online_Gaming,-29.7,82.7,3.0,4.8,56.9,72,7
11405,File_Download,-44.5,73.5,5.2,7.1,75.6,65,42
11406,VoIP_Call,-2.1,60.8,0.2,1.4,84.3,89,34
11407,Emergency_Service,-86.0,34.6,3.2,3.8,95.2,5,99
11408,Background_Download,-5.8,15.3,5.1,7.0,65.6,70,98
11409,File_Download,-65.0,73.6,6.9,8.6,68.3,37,54
11410,Background_Download,-13.4,64.8,5.1,7.0,94.8,7,24
11411,File_Download,-65.0,84.6,19.1,21.0,97.8,90,58
11412,Online_Gaming,-43.1,75.5,1.1,2.5,78.5,87,9
11413,Web_Browsing,-10.4,61.3,0.9,1.6,93.0,8,75
11414,Emergency_Service,-3.9,91.5,3.5,4.5,81.8,4,73
11415,Video_Streaming,-87.3,66.6,6.9,8.8,80.3,10,58
11416,Background_Download,-94.7,46.9,9.6,10.6,57.2,30,11
11417,Emergency_Service,-5.7,16.3,6.5,7.4,70.3,50,95
11418,Background_Download,-98.9,60.3,8.1,9.2,65.4,50,76
11419,VoIP_Call,-4.0,15.7,0.3,0.5,72.2,18,19
11420,Emergency_Service,-6.0,15.7,3.2,3.2,53.9,49,67
11421,Video_Streaming,-71.0,16.7,9.7,9.9,77.7,61,74
11422,VoIP_Call,-55.0,71.2,0.2,0.6,60.6,30,59
11423,Streaming,-81.8,90.4,5.0,5.8,61.1,59,57
11424,Video_Streaming,-98.8,36.3,6.3,6.3,59.4,54,98
11425,Web_Browsing,-23.8,83.7,0.5,0.8,93.7,91,39
11426,File_Download,-4.9,30.2,10.1,11.1,79.6,34,66
11427,Voice_Call,-6.4,12.7,0.4,1.4,84.8,99,70
11428,Background_Download,-9.6,53.0,7.1,7.6,55.1,86,19
11429,Voice_Call,-96.3,22.2,0.3,1.9,85.4,21,42
11430,Online_Gaming,-53.8,65.0,2.3,2.3,99.9,8,22
11431,Emergency_Service,-95.1,83.8,6.5,8.2,59.0,79,97
11432,Video_Call,-55.2,52.9,1.2,2.6,70.0,28,39
